Date 1,Date 2,Similarity
2016-07-28,2022-02-28,0.986
2022-03-04,2020-02-04,0.986
2022-01-16,2016-10-06,0.986
2022-04-08,2016-10-06,0.986
2021-10-18,2022-02-12,0.986
2017-07-25,2017-11-25,0.986
2017-04-13,2022-02-18,0.986
2017-02-12,2022-10-18,0.986
2018-03-08,2022-03-08,0.986
2016-11-15,2017-07-17,0.986
2017-07-17,2016-08-17,0.986
2016-07-29,2021-08-29,0.986
2022-11-17,2016-12-18,0.986
2021-12-18,2016-12-18,0.986
2022-02-15,2017-08-15,0.9859
2017-02-07,2017-04-23,0.9859
2021-09-23,2022-01-08,0.9859
2020-04-30,2022-01-07,0.9859
2017-03-19,2016-11-05,0.9859
2017-07-27,2016-11-05,0.9859
2017-01-22,2021-06-21,0.9859
2017-03-13,2021-10-12,0.9859
2016-07-16,2022-02-16,0.9859
2021-06-18,2017-03-11,0.9859
2021-09-19,2022-01-11,0.9859
2016-07-06,2017-07-31,0.9859
2016-07-06,2017-03-03,0.9859
2022-01-18,2022-10-10,0.9859
2022-01-18,2022-07-10,0.9859
2021-04-25,2020-12-25,0.9859
2017-01-18,2017-03-10,0.9859
2017-01-18,2017-07-10,0.9859
2018-02-18,2018-07-10,0.9858
2017-11-01,2017-03-03,0.9858
2020-12-29,2021-04-29,0.9858
2017-12-31,2022-03-31,0.9858
2022-04-25,2016-07-08,0.9858
2017-01-20,2021-06-01,0.9858
2022-04-10,2020-04-10,0.9857
2020-02-16,2022-03-16,0.9857
2020-02-08,2022-03-08,0.9857
2017-09-26,2017-01-05,0.9857
2016-07-29,2022-10-07,0.9857
2021-09-11,2016-07-21,0.9857
2021-10-30,2017-07-17,0.9857
2016-11-15,2022-10-30,0.9857
2022-10-30,2016-08-17,0.9857
2021-06-20,2022-02-22,0.9857
2016-11-30,2017-09-11,0.9857
2016-11-30,2016-09-11,0.9857
2017-09-11,2022-01-19,0.9857
2017-09-11,2022-04-11,0.9857
2022-01-19,2016-09-11,0.9857
2016-09-11,2022-04-11,0.9857
2016-10-02,2022-10-02,0.9857
2017-03-02,2022-10-02,0.9857
2016-10-19,2021-10-19,0.9857
2022-02-06,2016-07-06,0.9856
2022-01-18,2016-09-12,0.9856
2022-01-18,2017-09-12,0.9856
2017-11-10,2016-10-10,0.9856
2017-11-10,2016-11-22,0.9856
2021-09-22,2017-08-05,0.9856
2017-11-10,2017-02-19,0.9856
2022-02-19,2017-05-18,0.9856
2017-12-07,2020-02-07,0.9856
2022-08-25,2020-12-25,0.9856
2016-09-22,2017-08-05,0.9856
2017-09-22,2017-08-05,0.9856
2021-09-20,2017-04-02,0.9856
2021-09-20,2022-01-10,0.9856
2021-09-20,2022-04-02,0.9856
2022-01-20,2021-06-01,0.9855
2022-04-03,2017-04-03,0.9854
2016-07-04,2021-08-04,0.9854
2022-02-07,2022-04-23,0.9854
2016-10-13,2022-10-12,0.9854
2016-10-13,2022-07-22,0.9854
2022-10-12,2016-10-12,0.9854
2022-07-22,2016-10-12,0.9854
2017-01-08,2021-08-07,0.9854
2017-09-19,2022-01-11,0.9854
2022-10-13,2017-08-21,0.9854
2022-10-13,2017-10-21,0.9854
2022-04-14,2021-08-31,0.9854
2017-07-24,2016-11-08,0.9854
2017-07-23,2016-11-08,0.9854
2016-11-09,2016-11-08,0.9854
2017-08-23,2016-11-08,0.9854
2017-09-10,2017-04-12,0.9854
2017-05-10,2022-01-27,0.9854
2022-01-18,2017-03-10,0.9854
2022-01-18,2017-07-10,0.9854
2017-01-18,2021-09-12,0.9854
2022-10-14,2017-11-21,0.9853
2022-07-21,2017-11-21,0.9853
2017-05-22,2021-06-03,0.9853
2022-04-01,2016-07-03,0.9853
2016-07-01,2022-07-28,0.9853
2016-07-01,2022-10-06,0.9853
2016-07-14,2017-07-07,0.9853
2022-01-16,2022-10-06,0.9853
2022-04-08,2022-10-06,0.9853
2018-03-19,2020-02-19,0.9852
2021-08-23,2017-01-22,0.9852
2022-07-23,2017-01-22,0.9852
2017-01-22,2022-07-24,0.9852
2021-06-30,2016-07-31,0.9852
2021-06-29,2016-07-31,0.9852
2022-02-23,2017-07-24,0.9852
2022-02-23,2022-10-09,0.9852
2022-02-23,2017-07-23,0.9852
2022-02-23,2016-11-09,0.9852
2022-02-23,2017-08-23,0.9852
2017-04-09,2017-03-09,0.9852
2021-06-19,2022-01-19,0.9852
2021-06-19,2022-04-11,0.9852
2022-02-21,2021-08-21,0.9852
2021-10-09,2016-10-09,0.9852
2017-01-27,2022-04-18,0.9852
2017-05-18,2021-10-10,0.9851
2017-05-18,2017-03-10,0.9851
2017-05-18,2017-07-10,0.9851
2016-07-01,2017-01-16,0.9851
2022-01-20,2021-08-03,0.985
2022-01-16,2017-02-01,0.985
2022-04-08,2017-02-01,0.985
2022-04-13,2017-02-18,0.985
2022-01-17,2017-02-18,0.985
2022-03-26,2018-03-26,0.985
2022-02-08,2016-07-08,0.985
2016-07-29,2021-10-07,0.985
2022-10-30,2016-10-30,0.985
2022-01-23,2021-08-31,0.985
2017-03-30,2016-11-15,0.985
2017-03-30,2016-08-17,0.985
2022-07-03,2022-12-03,0.985
2017-01-08,2017-08-07,0.9849
2017-09-08,2021-09-08,0.9849
2017-09-08,2021-09-07,0.9849
2022-10-09,2016-11-08,0.9849
2021-09-08,2016-09-07,0.9849
2021-09-08,2017-09-07,0.9849
2021-09-08,2016-09-08,0.9849
2016-09-07,2021-09-07,0.9849
2017-09-07,2021-09-07,0.9849
2016-09-08,2021-09-07,0.9849
2017-05-03,2020-04-30,0.9849
2021-09-08,2017-10-31,0.9849
2021-09-08,2017-08-31,0.9849
2021-09-07,2017-10-31,0.9849
2021-09-07,2017-08-31,0.9849
2021-05-31,2022-08-26,0.9849
2016-07-04,2017-11-30,0.9849
2016-11-21,2022-02-20,0.9849
2022-02-20,2016-10-11,0.9849
2022-02-20,2016-08-11,0.9849
2022-10-11,2022-02-20,0.9849
2016-11-21,2021-06-18,0.9849
2022-07-11,2022-02-20,0.9849
2021-06-18,2016-10-11,0.9849
2021-06-18,2016-08-11,0.9849
2021-06-17,2021-08-19,0.9849
2017-01-18,2021-10-10,0.9849
2017-08-19,2017-11-10,0.9849
2017-10-19,2017-11-10,0.9849
2017-08-05,2021-06-03,0.9849
2022-07-07,2016-07-14,0.9848
2020-12-02,2022-08-02,0.9848
2017-09-11,2016-07-21,0.9848
2016-09-11,2016-07-21,0.9848
2017-01-26,2022-04-17,0.9848
2016-07-08,2021-09-25,0.9848
2017-03-09,2022-10-09,0.9847
2021-06-05,2017-05-23,0.9847
2021-06-05,2017-04-23,0.9847
2022-07-17,2021-10-30,0.9847
2017-03-30,2016-10-30,0.9847
2021-09-09,2016-11-08,0.9847
2020-04-22,2017-02-05,0.9847
2022-10-07,2021-10-07,0.9847
2022-10-10,2016-07-19,0.9847
2016-07-19,2022-07-10,0.9847
2022-02-24,2016-07-24,0.9847
2021-06-10,2016-07-12,0.9847
2016-07-01,2017-05-20,0.9846
2016-07-01,2017-04-08,0.9846
2017-04-17,2022-04-17,0.9845
2017-05-12,2022-04-17,0.9845
2016-07-08,2017-05-25,0.9845
2016-07-08,2017-04-25,0.9845
2017-09-05,2022-01-26,0.9845
2022-01-26,2016-09-05,0.9845
2022-04-14,2017-10-31,0.9845
2022-04-14,2017-08-31,0.9845
2021-06-17,2016-07-19,0.9844
2021-10-18,2016-07-12,0.9844
2017-07-11,2022-02-20,0.9844
2022-01-18,2021-10-10,0.9844
2021-08-28,2017-11-25,0.9844
2021-10-23,2017-11-25,0.9844
2016-07-03,2021-08-03,0.9844
2016-11-14,2017-11-18,0.9843
2016-08-18,2017-11-18,0.9843
2017-11-18,2016-10-29,0.9843
2022-02-23,2016-10-09,0.9843
2016-11-30,2017-03-13,0.9842
2016-11-30,2017-03-12,0.9842
2016-11-30,2017-07-22,0.9842
2020-01-26,2020-03-26,0.9842
2021-04-13,2020-12-13,0.9842
2017-05-12,2020-04-17,0.9842
2021-06-19,2022-02-21,0.9842
2017-01-21,2017-09-10,0.9842
2021-06-17,2022-01-18,0.9841
2017-11-10,2017-03-10,0.9841
2017-11-10,2017-07-10,0.9841
2018-03-31,2022-03-31,0.9841
2017-05-22,2021-09-22,0.9841
2022-04-10,2022-12-10,0.9841
2021-09-20,2017-01-10,0.9841
2022-03-07,2017-12-07,0.9841
2016-07-31,2017-10-31,0.9841
2016-07-31,2017-08-31,0.9841
2022-10-29,2017-11-18,0.9841
2022-07-18,2017-11-18,0.9841
2022-02-15,2021-08-15,0.9841
2021-08-15,2017-02-15,0.984
2021-08-23,2017-02-23,0.984
2020-04-10,2017-04-10,0.984
2017-07-18,2022-10-29,0.984
2017-07-18,2022-07-18,0.984
2022-04-15,2021-09-08,0.984
2022-04-15,2021-09-07,0.984
2021-09-08,2022-01-24,0.984
2021-09-07,2022-01-24,0.984
2021-06-30,2022-04-15,0.984
2021-06-30,2022-01-24,0.984
2022-04-15,2021-06-29,0.984
2021-06-29,2022-01-24,0.984
2021-06-21,2016-11-08,0.984
2016-07-08,2016-09-25,0.984
2016-07-08,2017-09-25,0.984
2022-02-07,2022-01-08,0.984
2016-10-13,2021-09-11,0.984
2021-09-11,2016-10-12,0.984
2022-10-25,2022-07-08,0.984
2021-10-21,2022-10-21,0.984
2022-02-20,2017-03-11,0.9839
2016-07-06,2022-10-17,0.9839
2016-07-04,2021-06-02,0.9839
2016-07-04,2022-07-30,0.9839
2016-07-04,2022-10-04,0.9839
2022-02-28,2017-11-25,0.9839
2017-01-18,2022-02-19,0.9839
2022-04-22,2017-08-05,0.9839
2017-09-20,2017-04-02,0.9839
2017-09-20,2022-01-10,0.9839
2017-09-20,2022-04-02,0.9839
2017-04-02,2016-09-20,0.9839
2022-01-10,2016-09-20,0.9839
2022-04-02,2016-09-20,0.9839
2017-01-19,2016-07-21,0.9838
2016-07-21,2017-04-11,0.9838
2021-01-13,2018-01-13,0.9838
2018-02-14,2018-07-06,0.9838
2017-03-29,2022-10-29,0.9838
2017-03-29,2022-07-18,0.9838
2017-05-11,2017-11-22,0.9838
2018-03-19,2022-03-19,0.9838
2016-11-30,2022-10-12,0.9838
2016-11-30,2022-07-22,0.9838
2022-01-19,2017-03-12,0.9838
2022-01-19,2017-07-22,0.9838
2017-03-12,2022-04-11,0.9838
2017-07-22,2022-04-11,0.9838
2020-02-26,2018-03-26,0.9837
2022-10-19,2022-10-07,0.9837
2022-07-27,2022-10-07,0.9837
2017-03-30,2021-10-30,0.9837
2017-07-03,2022-12-03,0.9836
2017-12-17,2020-02-17,0.9836
2020-02-28,2017-12-28,0.9836
2022-12-10,2017-05-18,0.9836
2017-05-22,2016-09-22,0.9836
2017-05-22,2017-09-22,0.9836
2022-04-22,2021-06-03,0.9836
2022-01-09,2021-06-03,0.9836
2020-12-05,2021-04-05,0.9836
2021-06-24,2022-02-26,0.9836
2021-09-27,2017-05-27,0.9835
2021-12-04,2016-12-04,0.9835
2016-10-13,2017-03-13,0.9835
2017-02-12,2016-07-12,0.9835
2017-07-06,2016-07-12,0.9835
2017-05-22,2020-04-22,0.9835
2020-04-30,2022-04-30,0.9835
2022-08-13,2020-12-13,0.9834
2017-01-25,2021-09-06,0.9834
2022-12-03,2017-11-03,0.9834
2022-01-18,2021-09-12,0.9834
2017-01-20,2016-07-03,0.9834
2022-07-04,2016-08-04,0.9834
2022-07-04,2016-11-28,0.9834
2022-08-17,2020-12-17,0.9834
2021-04-17,2020-12-17,0.9834
2022-02-09,2016-07-09,0.9833
2021-08-31,2017-01-23,0.9833
2017-04-17,2020-04-17,0.9833
2017-07-08,2022-10-25,0.9833
2021-09-21,2021-06-01,0.9833
2017-09-11,2017-08-21,0.9833
2017-09-11,2017-10-21,0.9833
2016-09-11,2017-08-21,0.9833
2016-09-11,2017-10-21,0.9833
2020-04-27,2018-04-27,0.9833
2021-09-11,2017-08-21,0.9833
2021-09-11,2017-10-21,0.9833
2017-01-27,2017-09-04,0.9832
2017-07-17,2016-10-30,0.9832
2018-03-19,2017-12-19,0.9832
2016-07-04,2017-11-02,0.9831
2016-07-15,2017-02-15,0.9831
2017-05-11,2016-07-21,0.9831
2016-07-01,2017-02-01,0.9831
2016-07-01,2016-10-06,0.9831
2016-07-01,2016-08-28,0.9831
2016-07-21,2021-10-12,0.9831
2017-09-21,2021-06-01,0.9831
2017-11-20,2022-10-15,0.9831
2016-11-30,2017-11-22,0.9831
2021-10-06,2017-08-01,0.9831
2016-10-18,2016-07-12,0.983
2021-01-30,2018-01-30,0.983
2021-05-09,2022-09-22,0.983
2018-03-27,2022-03-27,0.983
2020-04-22,2021-08-05,0.983
2017-11-07,2016-07-14,0.983
2021-10-30,2017-11-17,0.983
2020-12-02,2021-04-02,0.983
2022-07-17,2016-11-15,0.983
2022-07-17,2016-08-17,0.983
2017-01-25,2017-10-30,0.9829
2021-09-28,2022-04-28,0.9829
2022-04-17,2020-04-17,0.9829
2021-08-23,2021-09-09,0.9829
2017-01-18,2022-07-10,0.9829
2018-02-04,2018-07-27,0.9829
2022-10-25,2021-06-14,0.9828
2022-03-24,2020-02-24,0.9828
2017-01-17,2016-07-18,0.9828
2021-06-16,2016-07-18,0.9828
2020-10-13,2018-10-13,0.9828
2017-08-29,2021-06-27,0.9828
2021-01-27,2018-01-27,0.9827
2022-04-04,2017-05-29,0.9827
2021-06-06,2016-07-08,0.9827
2020-12-26,2022-08-26,0.9827
2021-08-31,2016-07-31,0.9827
2021-08-23,2017-09-09,0.9827
2022-07-23,2017-09-09,0.9827
2022-07-24,2017-09-09,0.9827
2017-11-10,2021-09-12,0.9826
2021-08-31,2017-04-14,0.9826
2021-08-31,2017-05-14,0.9826
2017-03-25,2022-10-25,0.9826
2017-03-09,2016-11-08,0.9826
2021-06-30,2017-01-24,0.9826
2017-01-24,2021-06-29,0.9826
2019-07-23,2019-11-23,0.9826
2017-09-11,2016-10-12,0.9826
2016-09-11,2016-10-12,0.9826
2016-11-30,2022-10-13,0.9826
2016-07-18,2017-04-13,0.9826
2017-04-16,2020-04-16,0.9825
2017-07-18,2021-10-29,0.9825
2016-09-24,2020-04-30,0.9825
2022-03-10,2020-02-10,0.9825
2020-04-22,2016-09-22,0.9825
2020-04-22,2017-09-22,0.9825
2017-07-02,2017-11-29,0.9825
2020-02-16,2018-03-16,0.9825
2022-10-11,2017-11-11,0.9825
2022-07-11,2017-11-11,0.9825
2017-04-15,2017-09-08,0.9824
2017-04-15,2016-09-07,0.9824
2017-04-15,2017-09-07,0.9824
2017-04-15,2016-09-08,0.9824
2017-05-15,2017-09-08,0.9824
2017-05-15,2016-09-07,0.9824
2017-05-15,2017-09-07,0.9824
2017-05-15,2016-09-08,0.9824
2021-06-30,2022-04-14,0.9824
2022-04-14,2021-06-29,0.9824
2016-09-12,2017-05-18,0.9824
2017-09-20,2017-01-10,0.9823
2017-01-10,2016-09-20,0.9823
2022-04-23,2021-08-07,0.9823
2016-10-13,2017-11-22,0.9823
2017-03-13,2017-08-21,0.9823
2017-03-13,2017-10-21,0.9823
2021-12-04,2017-06-04,0.9823
2017-03-29,2021-10-29,0.9823
2020-03-06,2020-01-06,0.9823
2020-04-22,2022-04-22,0.9823
2020-04-22,2022-01-09,0.9823
2019-11-26,2019-07-26,0.9822
2022-10-09,2017-01-22,0.9822
2022-07-17,2016-10-30,0.9822
2022-03-21,2020-02-21,0.9822
2021-10-09,2021-09-09,0.9822
2017-11-10,2021-10-10,0.9822
2017-11-10,2022-02-19,0.9821
2018-01-21,2021-01-21,0.9821
2017-08-19,2022-01-18,0.9821
2017-05-18,2022-07-10,0.9821
2020-04-10,2017-01-18,0.9821
2020-02-07,2018-03-07,0.982
2016-10-09,2021-06-21,0.9819
2022-01-23,2021-09-08,0.9819
2022-01-23,2021-09-07,0.9819
2017-02-16,2022-10-25,0.9819
2021-06-30,2022-01-23,0.9819
2022-01-23,2021-06-29,0.9819
2022-12-10,2017-01-18,0.9819
2020-12-23,2021-04-23,0.9819
2017-03-13,2022-01-19,0.9819
2017-03-13,2022-04-11,0.9819
2022-01-19,2020-04-11,0.9819
2020-04-11,2022-04-11,0.9819
2022-04-23,2017-08-07,0.9818
2020-04-10,2021-10-10,0.9818
2022-04-01,2021-06-01,0.9818
2016-11-14,2022-10-29,0.9818
2016-11-14,2022-07-18,0.9818
2016-08-18,2022-07-18,0.9818
2021-09-09,2016-07-23,0.9818
2017-04-17,2022-01-26,0.9818
2021-08-23,2022-10-09,0.9817
2022-10-09,2022-07-23,0.9817
2022-10-09,2022-07-24,0.9817
2016-07-15,2021-06-13,0.9817
2017-09-08,2017-04-14,0.9817
2017-09-08,2017-05-14,0.9817
2017-04-14,2016-09-07,0.9817
2017-04-14,2017-09-07,0.9817
2017-04-14,2016-09-08,0.9817
2016-09-07,2017-05-14,0.9817
2017-09-07,2017-05-14,0.9817
2016-09-08,2017-05-14,0.9817
2022-10-25,2021-10-25,0.9817
2020-02-20,2017-12-20,0.9817
2017-12-15,2018-03-15,0.9817
2016-07-12,2017-03-18,0.9817
2016-07-01,2017-08-01,0.9816
2017-12-21,2020-02-21,0.9816
2022-03-07,2018-03-07,0.9816
2017-12-14,2018-03-14,0.9816
2017-01-25,2021-06-28,0.9816
2017-11-04,2017-07-04,0.9815
2017-07-11,2017-11-11,0.9815
2021-10-21,2016-10-21,0.9815
2017-04-09,2016-10-09,0.9815
2017-05-17,2021-09-10,0.9814
2022-01-18,2021-08-19,0.9814
2022-01-18,2017-11-10,0.9814
2022-01-18,2022-02-19,0.9814
2021-06-17,2017-11-10,0.9814
2016-11-30,2021-09-11,0.9814
2020-04-10,2017-03-10,0.9813
2020-04-10,2017-07-10,0.9813
2015-09-27,2014-05-27,0.9813
2016-11-14,2021-10-29,0.9813
2016-08-18,2021-10-29,0.9813
2016-10-29,2021-10-29,0.9813
2022-11-30,2016-12-31,0.9813
2021-12-31,2016-12-31,0.9813
2022-01-22,2021-08-23,0.9813
2022-01-22,2022-07-23,0.9813
2022-01-22,2022-07-24,0.9813
2017-07-08,2021-08-16,0.9813
2016-07-01,2016-09-14,0.9812
2016-07-01,2017-09-14,0.9812
2017-08-21,2021-10-12,0.9811
2017-10-21,2021-10-12,0.9811
2016-09-22,2021-08-05,0.9811
2017-09-04,2022-01-27,0.9811
2022-02-03,2021-06-01,0.9811
2018-03-14,2022-03-14,0.9811
2020-04-22,2017-08-05,0.981
2016-11-10,2017-11-29,0.981
2022-01-22,2021-10-09,0.981
2022-04-15,2021-08-31,0.981
2021-08-31,2022-01-24,0.981
2017-11-11,2017-03-11,0.981
2022-07-04,2017-11-04,0.981
2022-01-18,2016-07-19,0.981
2021-09-28,2022-01-03,0.981
2018-02-07,2018-07-30,0.981
2017-04-07,2022-04-07,0.9809
2017-01-08,2017-09-23,0.9809
2017-05-12,2022-01-26,0.9809
2017-03-09,2017-01-22,0.9808
2016-11-18,2022-10-21,0.9808
2017-08-16,2021-08-16,0.9808
2020-04-22,2021-06-03,0.9808
2021-06-30,2017-01-23,0.9808
2021-06-29,2017-01-23,0.9808
2017-08-30,2016-07-30,0.9808
2016-07-30,2017-10-30,0.9808
2020-02-22,2017-12-22,0.9807
2020-10-24,2018-10-24,0.9807
2016-07-09,2017-02-09,0.9807
2020-02-06,2017-12-01,0.9807
2022-12-10,2017-11-10,0.9807
2016-07-23,2021-06-21,0.9806
2021-10-09,2016-07-23,0.9806
2020-04-10,2022-01-18,0.9806
2021-10-06,2022-02-01,0.9806
2021-10-06,2021-08-01,0.9806
2017-02-23,2022-10-09,0.9806
2017-09-18,2022-04-04,0.9805
2016-09-18,2022-04-04,0.9805
2021-09-27,2022-01-04,0.9805
2020-01-12,2020-03-12,0.9805
2017-09-05,2022-04-17,0.9804
2022-04-17,2016-09-05,0.9804
2017-01-19,2017-08-21,0.9804
2017-01-19,2017-10-21,0.9804
2017-04-11,2017-08-21,0.9804
2017-04-11,2017-10-21,0.9804
2016-10-13,2021-10-12,0.9804
2018-07-25,2018-02-06,0.9804
2017-01-20,2021-08-03,0.9804
2020-04-10,2022-10-10,0.9803
2020-04-10,2022-07-10,0.9803
2022-01-23,2017-10-31,0.9803
2022-01-23,2017-08-31,0.9803
2017-04-15,2021-09-08,0.9803
2017-04-15,2021-09-07,0.9803
2017-05-15,2021-09-08,0.9803
2017-05-15,2021-09-07,0.9803
2018-10-22,2019-01-22,0.9803
2022-10-18,2016-07-12,0.9802
2021-09-30,2020-04-24,0.9802
2016-07-01,2021-08-01,0.9802
2022-02-23,2016-07-23,0.9802
2017-04-09,2016-07-23,0.9802
2017-11-10,2022-07-10,0.9801
2017-09-04,2017-04-18,0.9801
2017-04-14,2016-07-31,0.9801
2016-07-31,2017-05-14,0.9801
2020-12-18,2021-04-18,0.9801
2022-02-16,2022-10-25,0.9801
2017-11-27,2021-10-07,0.9801
2017-04-14,2021-09-08,0.9801
2017-04-14,2021-09-07,0.9801
2021-09-08,2017-05-14,0.9801
2021-09-07,2017-05-14,0.9801
2016-07-04,2021-10-04,0.9801
2016-11-21,2017-11-11,0.98
2016-10-11,2017-11-11,0.98
2017-11-11,2016-08-11,0.98
2016-11-29,2022-12-03,0.98
2016-08-03,2022-12-03,0.98
2016-07-21,2021-08-21,0.98
2021-06-28,2017-05-13,0.98
2021-10-12,2016-10-12,0.9799
2020-03-09,2020-01-09,0.9799
2016-10-09,2017-01-22,0.9799
2021-09-09,2016-10-09,0.9799
2016-09-22,2017-02-05,0.9799
2017-02-05,2017-09-22,0.9799
2020-04-10,2016-10-10,0.9799
2020-04-10,2016-11-22,0.9799
2018-07-11,2018-02-19,0.9799
2017-11-07,2022-07-07,0.9799
2018-03-28,2022-03-28,0.9798
2017-11-06,2016-07-12,0.9798
2020-11-24,2020-01-25,0.9798
2018-03-11,2022-03-11,0.9797
2018-07-09,2018-02-22,0.9797
2017-05-11,2017-08-21,0.9797
2017-05-11,2017-10-21,0.9797
2017-01-19,2016-10-12,0.9797
2017-04-11,2016-10-12,0.9797
2020-04-12,2017-04-12,0.9797
2022-01-29,2020-04-20,0.9797
2017-09-08,2022-01-24,0.9796
2016-09-07,2022-01-24,0.9796
2017-09-07,2022-01-24,0.9796
2016-09-08,2022-01-24,0.9796
2020-12-08,2022-08-08,0.9796
2021-06-30,2017-04-14,0.9796
2021-06-30,2017-05-14,0.9796
2017-04-14,2021-06-29,0.9796
2021-06-29,2017-05-14,0.9796
2022-10-19,2021-06-27,0.9796
2022-07-27,2021-06-27,0.9796
2020-03-21,2020-11-20,0.9796
2022-07-02,2017-11-29,0.9796
2016-08-02,2017-11-29,0.9796
2018-03-28,2020-02-28,0.9795
2018-01-07,2021-01-07,0.9795
2020-03-08,2020-01-08,0.9795
2021-09-06,2017-05-13,0.9795
2022-01-08,2021-08-07,0.9795
2018-03-28,2017-12-28,0.9795
2021-01-18,2018-01-18,0.9795
2016-07-01,2016-11-04,0.9795
2017-02-23,2017-01-22,0.9794
2017-07-24,2022-04-09,0.9794
2017-07-23,2022-04-09,0.9794
2016-11-09,2022-04-09,0.9794
2022-04-09,2017-08-23,0.9794
2017-01-28,2022-04-19,0.9794
2021-06-30,2017-04-15,0.9794
2021-06-30,2017-05-15,0.9794
2017-04-15,2021-06-29,0.9794
2017-05-15,2021-06-29,0.9794
2020-04-10,2017-02-19,0.9794
2020-02-24,2017-12-24,0.9793
2017-12-04,2020-02-04,0.9793
2022-03-03,2018-03-03,0.9793
2022-04-13,2016-07-18,0.9793
2017-09-30,2020-04-24,0.9793
2016-09-30,2020-04-24,0.9793
2017-09-06,2017-05-13,0.9793
2018-03-21,2020-02-21,0.9793
2017-05-30,2020-04-03,0.9793
2016-10-13,2017-01-19,0.9792
2016-10-13,2017-04-11,0.9792
2016-07-01,2022-02-01,0.9792
2018-01-29,2021-01-29,0.9792
2022-10-09,2017-09-09,0.9792
2017-04-19,2022-04-19,0.9792
2017-04-15,2017-10-31,0.9792
2017-04-15,2017-08-31,0.9792
2017-05-15,2017-10-31,0.9792
2017-05-15,2017-08-31,0.9792
2017-01-24,2021-08-31,0.9792
2017-01-23,2017-10-31,0.9792
2017-01-23,2017-08-31,0.9792
2020-04-10,2016-09-12,0.9791
2020-04-10,2017-09-12,0.9791
2022-08-18,2020-12-18,0.9791
2020-04-10,2017-08-19,0.9791
2020-04-10,2017-10-19,0.9791
2017-02-21,2016-07-21,0.9791
2021-01-31,2018-01-31,0.9791
2016-11-29,2017-06-29,0.979
2016-08-03,2017-06-29,0.979
2016-10-13,2017-05-11,0.979
2017-05-11,2016-10-12,0.979
2017-02-16,2021-08-16,0.979
2018-03-27,2020-02-27,0.979
2017-05-09,2022-04-19,0.9789
2022-01-28,2017-04-19,0.9789
2019-11-22,2019-07-22,0.9789
2017-11-27,2017-08-29,0.9789
2022-02-12,2016-07-12,0.9789
2022-02-05,2017-09-22,0.9789
2016-07-28,2017-11-25,0.9789
2022-09-22,2021-11-09,0.9788
2017-01-14,2020-04-06,0.9788
2020-04-06,2022-01-14,0.9788
2016-09-16,2017-05-26,0.9788
2014-11-01,2014-05-20,0.9788
2021-09-08,2016-07-31,0.9787
2021-09-07,2016-07-31,0.9787
2014-11-01,2015-09-20,0.9787
2022-01-22,2021-06-21,0.9787
2022-01-22,2017-03-09,0.9787
2017-04-09,2022-10-09,0.9787
2017-03-09,2017-09-09,0.9787
2020-02-10,2017-12-10,0.9787
2022-03-05,2018-03-05,0.9787
2022-10-19,2016-10-07,0.9786
2022-07-27,2016-10-07,0.9786
2022-01-19,2016-07-21,0.9786
2016-07-21,2022-04-11,0.9786
2022-04-06,2017-05-26,0.9786
2020-03-02,2020-01-02,0.9785
2016-11-29,2016-12-29,0.9785
2016-08-03,2016-12-29,0.9785
2016-07-19,2017-01-18,0.9785
2017-12-27,2020-02-27,0.9785
2022-03-20,2018-03-20,0.9785
2020-11-14,2020-01-15,0.9785
2017-08-05,2016-07-05,0.9785
2017-01-21,2020-04-12,0.9784
2021-08-19,2017-01-18,0.9784
2022-03-24,2018-03-24,0.9784
2017-04-01,2021-06-01,0.9784
2017-05-02,2021-06-01,0.9784
2022-10-10,2017-01-18,0.9784
2020-04-10,2021-09-12,0.9784
2020-04-13,2016-09-13,0.9784
2020-04-13,2017-09-13,0.9784
2017-09-05,2020-04-17,0.9784
2016-09-05,2020-04-17,0.9784
2019-05-03,2019-11-13,0.9783
2016-07-23,2017-03-09,0.9783
2020-04-20,2017-01-29,0.9783
2016-11-30,2021-10-12,0.9783
2022-07-03,2017-06-29,0.9782
2018-03-21,2017-12-21,0.9782
2017-01-24,2017-09-08,0.9782
2017-01-24,2016-09-07,0.9782
2017-01-24,2017-09-07,0.9782
2017-01-24,2016-09-08,0.9782
2014-10-08,2014-05-08,0.9782
2022-03-26,2017-12-26,0.9782
2017-05-22,2017-08-05,0.9781
2021-10-06,2016-08-28,0.9781
2022-02-05,2022-01-09,0.9781
2021-09-09,2022-10-09,0.978
2016-07-01,2017-07-28,0.978
2016-07-01,2017-03-06,0.978
2022-03-07,2020-02-07,0.978
2017-04-06,2020-04-06,0.978
2016-07-16,2022-10-25,0.9779
2014-10-06,2014-05-06,0.9779
2020-02-01,2022-03-06,0.9779
2021-04-06,2020-12-06,0.9779
2015-04-27,2015-06-04,0.9779
2020-02-01,2018-03-06,0.9779
2021-01-10,2018-01-10,0.9778
2022-12-02,2017-11-29,0.9778
2017-05-09,2022-01-28,0.9778
2017-01-28,2022-01-28,0.9778
2016-07-19,2017-05-18,0.9778
2017-01-25,2020-04-16,0.9778
2022-07-03,2016-12-29,0.9777
2017-06-29,2017-11-03,0.9777
2022-03-22,2017-12-22,0.9777
2021-11-06,2021-07-06,0.9777
2021-08-19,2017-05-18,0.9777
2021-01-05,2018-01-05,0.9777
2014-08-21,2015-04-21,0.9777
